"voxel" "x" "y" "z" "ROI" "pvalue" "discoveries"
"1246" 1246 34 35 3 24 0.3959212 0
"1247" 1247 35 35 3 24 0.4106403 0
"1248" 1248 36 35 3 24 0.7788276 0
"1249" 1249 40 35 3 8 0.9376904 0
"1250" 1250 41 35 3 8 0.5161456 0
"1251" 1251 42 35 3 8 0.01573143 0
"1252" 1252 43 35 3 8 0.007583381 0
"1253" 1253 44 35 3 8 0.3938682 0
"1254" 1254 45 35 3 8 0.00470477 1
"1255" 1255 46 35 3 8 0.02186258 0
"1256" 1256 47 35 3 8 0.7725456 0
"1257" 1257 18 36 3 19 0.3372022 0
"1258" 1258 19 36 3 19 0.2792995 0
"1259" 1259 20 36 3 19 0.1218439 0
"1260" 1260 21 36 3 19 0.0136106 0
"1261" 1261 22 36 3 19 0.05829993 0
"1262" 1262 23 36 3 19 0.03350826 0
"1263" 1263 24 36 3 19 0.06149115 0
"1264" 1264 25 36 3 19 0.4635344 0
"1265" 1265 28 36 3 24 0.07534592 0
"1266" 1266 29 36 3 24 0.5699182 0
"1267" 1267 30 36 3 24 0.9089351 0
"1268" 1268 31 36 3 24 0.9256224 0
"1269" 1269 32 36 3 24 0.6115185 0
"1270" 1270 33 36 3 24 0.05386717 0
"1271" 1271 34 36 3 24 0.1783607 0
"1272" 1272 35 36 3 24 0.15743 0
"1273" 1273 36 36 3 24 0.8598238 0
"1274" 1274 39 36 3 8 0.3326457 0
"1275" 1275 40 36 3 8 0.01600824 0
"1276" 1276 41 36 3 8 0.6835621 0
"1277" 1277 42 36 3 8 0.2872701 0
"1278" 1278 43 36 3 8 0.1866586 0
"1279" 1279 44 36 3 8 0.4247591 0
"1280" 1280 45 36 3 8 0.3813664 0
"1281" 1281 46 36 3 8 0.03411978 0
"1282" 1282 47 36 3 8 0.02476928 0
"1283" 1283 20 37 3 19 0.06885882 0
"1284" 1284 21 37 3 19 0.4824995 0
"1285" 1285 22 37 3 19 0.9769951 0
"1286" 1286 23 37 3 19 0.7764791 0
"1287" 1287 24 37 3 19 0.00924186 0
"1288" 1288 25 37 3 19 0.9036994 0
"1289" 1289 27 37 3 24 0.100154 0
"1290" 1290 28 37 3 24 0.165724 0
"1291" 1291 29 37 3 24 0.1791551 0
"1292" 1292 30 37 3 24 0.9634179 0
"1293" 1293 31 37 3 24 0.1262244 0
"1294" 1294 32 37 3 24 0.351336 0
"1295" 1295 33 37 3 24 0.4778505 0
"1296" 1296 34 37 3 24 0.8200639 0
"1297" 1297 35 37 3 24 0.1137491 0
"1298" 1298 39 37 3 8 0.8422314 0
"1299" 1299 40 37 3 8 0.4146399 0
"1300" 1300 41 37 3 8 0.24601 0
"1301" 1301 42 37 3 8 0.6729003 0
"1302" 1302 22 38 3 19 0.3870638 0
"1303" 1303 23 38 3 19 0.7962379 0
"1304" 1304 24 38 3 19 0.3596144 0
"1305" 1305 27 38 3 24 0.6783131 0
"1306" 1306 28 38 3 24 0.102353 0
"1307" 1307 29 38 3 24 0.04424268 0
"1308" 1308 30 38 3 24 0.3764049 0
"1309" 1309 31 38 3 24 0.03966555 0
"1310" 1310 32 38 3 24 0.18922 0
"1311" 1311 33 38 3 24 0.8067133 0
"1312" 1312 34 38 3 24 0.0548177 0
"1313" 1313 35 38 3 24 0.647436 0
"1314" 1314 39 38 3 8 0.9326484 0
"1315" 1315 40 38 3 8 0.1388655 0
"1316" 1316 41 38 3 8 0.507792 0
"1317" 1317 42 38 3 8 0.004765891 1
"1318" 1318 27 39 3 24 0.8983592 0
"1319" 1319 28 39 3 24 0.006587607 0
"1320" 1320 29 39 3 24 0.07895852 0
"1321" 1321 30 39 3 24 0.9194704 0
"1322" 1322 31 39 3 24 0.2173848 0
"1323" 1323 32 39 3 24 0.4425633 0
"1324" 1324 33 39 3 24 0.3421656 0
"1325" 1325 34 39 3 24 0.003792156 1
"1326" 1326 35 39 3 24 0.8498551 0
"1327" 1327 15 40 3 20 0.004655715 0
"1328" 1328 27 40 3 24 0.1238959 0
"1329" 1329 28 40 3 24 0.6846425 0
"1330" 1330 29 40 3 24 0.9387568 0
"1331" 1331 30 40 3 24 0.6529229 0
"1332" 1332 31 40 3 24 0.08073624 0
"1333" 1333 32 40 3 24 0.004823329 0
"1334" 1334 33 40 3 24 0.5624424 0
"1335" 1335 34 40 3 24 0.3447978 0
"1336" 1336 35 40 3 24 0.533004 0
"1337" 1337 15 41 3 20 0.5740864 0
"1338" 1338 15 42 3 20 0.1169847 0
"1339" 1339 16 42 3 20 0.8273809 0
"1340" 1340 17 42 3 20 0.09008701 0
"1341" 1341 15 43 3 20 0.4176965 0
"1342" 1342 16 43 3 20 0.4320131 0
"1343" 1343 17 43 3 20 0.01322011 0
"1344" 1344 18 43 3 20 0.1864729 0
"1345" 1345 15 44 3 15 0.8479465 0
"1346" 1346 16 44 3 15 0.5543949 0
"1347" 1347 17 44 3 15 0.01742685 0
"1348" 1348 18 44 3 15 0.03674793 0
"1349" 1349 20 44 3 16 0.4970755 0
"1350" 1350 21 44 3 16 0.3362778 0
"1351" 1351 22 44 3 16 0.7282774 0
"1352" 1352 15 45 3 15 0.6634586 0
"1353" 1353 16 45 3 15 0.2793769 0
"1354" 1354 17 45 3 15 0.007935987 0
"1355" 1355 18 45 3 15 0.008289371 0
"1356" 1356 19 45 3 15 0.5055135 0
"1357" 1357 20 45 3 16 0.05584933 0
"1358" 1358 21 45 3 16 0.009642028 0
"1359" 1359 22 45 3 16 0.8986123 0
"1360" 1360 23 45 3 21 0.6449445 0
"1361" 1361 24 45 3 21 0.9208091 0
"1362" 1362 42 45 3 4 0.03991708 0
"1363" 1363 43 45 3 4 0.666476 0
"1364" 1364 44 45 3 4 0.1537567 0
"1365" 1365 45 45 3 4 0.04806497 0
"1366" 1366 46 45 3 4 0.5989693 0
"1367" 1367 47 45 3 4 0.5159801 0
"1368" 1368 48 45 3 4 0.1374248 0
"1369" 1369 49 45 3 4 0.1045826 0
"1370" 1370 50 45 3 4 0.3695673 0
"1371" 1371 15 46 3 15 0.3214083 0
"1372" 1372 16 46 3 15 0.293012 0
"1373" 1373 17 46 3 15 0.1504092 0
"1374" 1374 18 46 3 15 0.8552571 0
"1375" 1375 19 46 3 15 0.6225353 0
"1376" 1376 20 46 3 16 0.3921538 0
"1377" 1377 21 46 3 16 0.01239887 0
"1378" 1378 22 46 3 16 0.05952725 0
"1379" 1379 23 46 3 21 0.1518808 0
"1380" 1380 24 46 3 21 0.5632042 0
"1381" 1381 25 46 3 21 0.5166089 0
"1382" 1382 40 46 3 5 0.3772335 0
"1383" 1383 41 46 3 5 0.4516371 0
"1384" 1384 42 46 3 4 0.3985988 0
"1385" 1385 43 46 3 4 0.6797684 0
"1386" 1386 44 46 3 4 0.6585654 0
"1387" 1387 45 46 3 4 0.01122016 0
"1388" 1388 46 46 3 4 0.0002641476 1
"1389" 1389 47 46 3 4 0.001141072 1
"1390" 1390 48 46 3 4 0.3318336 0
"1391" 1391 49 46 3 4 0.9992114 0
"1392" 1392 50 46 3 4 0.8401751 0
"1393" 1393 15 47 3 15 0.1606656 0
"1394" 1394 16 47 3 15 0.009488633 0
"1395" 1395 17 47 3 15 0.2423236 0
"1396" 1396 18 47 3 15 0.3409271 0
"1397" 1397 19 47 3 15 0.2447451 0
"1398" 1398 20 47 3 16 0.07572921 0
"1399" 1399 21 47 3 16 0.0008588563 1
"1400" 1400 22 47 3 16 0.009746315 0
"1401" 1401 23 47 3 16 0.8022483 0
"1402" 1402 24 47 3 21 0.712136 0
"1403" 1403 25 47 3 21 0.7612164 0
"1404" 1404 26 47 3 21 0.6235446 0
"1405" 1405 39 47 3 5 0.5802283 0
"1406" 1406 40 47 3 5 0.4146599 0
"1407" 1407 41 47 3 5 0.211089 0
"1408" 1408 42 47 3 5 0.2784007 0
"1409" 1409 43 47 3 4 0.0220125 0
"1410" 1410 44 47 3 4 0.6171281 0
"1411" 1411 45 47 3 4 0.003149382 1
"1412" 1412 46 47 3 4 0.00121257 1
"1413" 1413 47 47 3 4 0.3574545 0
"1414" 1414 48 47 3 4 0.1496934 0
"1415" 1415 49 47 3 4 2.450525e-05 1
"1416" 1416 50 47 3 4 2.581154e-05 1
"1417" 1417 17 48 3 15 0.7468595 0
"1418" 1418 18 48 3 15 0.9199137 0
"1419" 1419 19 48 3 15 0.8655217 0
"1420" 1420 20 48 3 16 0.6363651 0
"1421" 1421 21 48 3 16 0.005100043 0
"1422" 1422 22 48 3 16 0.05222316 0
"1423" 1423 23 48 3 16 0.830515 0
"1424" 1424 24 48 3 21 0.359573 0
"1425" 1425 25 48 3 21 0.2864194 0
"1426" 1426 26 48 3 21 0.9562717 0
"1427" 1427 27 48 3 21 0.5059913 0
"1428" 1428 38 48 3 10 0.04971098 0
"1429" 1429 39 48 3 5 4.242048e-07 1
"1430" 1430 40 48 3 5 0.0001077266 1
"1431" 1431 41 48 3 5 0.025147 0
"1432" 1432 42 48 3 5 0.2759209 0
"1433" 1433 43 48 3 4 0.8258261 0
"1434" 1434 44 48 3 4 0.5340158 0
"1435" 1435 45 48 3 5 0.1379706 0
"1436" 1436 46 48 3 5 0.9066071 0
"1437" 1437 47 48 3 5 0.01964466 0
"1438" 1438 48 48 3 4 0.05632406 0
"1439" 1439 49 48 3 4 0.0008640991 1
"1440" 1440 50 48 3 4 0.006708648 0
"1441" 1441 17 49 3 15 0.1499201 0
"1442" 1442 18 49 3 15 0.4002935 0
"1443" 1443 19 49 3 16 0.0182237 0
"1444" 1444 20 49 3 16 0.6887464 0
"1445" 1445 21 49 3 16 5.406401e-05 1
"1446" 1446 22 49 3 16 8.919381e-05 1
"1447" 1447 23 49 3 16 0.113025 0
"1448" 1448 24 49 3 21 0.181428 0
"1449" 1449 25 49 3 21 0.1099292 0
"1450" 1450 26 49 3 21 0.7802625 0
"1451" 1451 27 49 3 21 0.6335622 0
"1452" 1452 33 49 3 10 0.276546 0
"1453" 1453 34 49 3 10 0.0880918 0
"1454" 1454 35 49 3 10 0.2270998 0
"1455" 1455 36 49 3 10 0.6110505 0
"1456" 1456 37 49 3 10 0.4187122 0
"1457" 1457 38 49 3 10 0.02890745 0
"1458" 1458 39 49 3 10 4.71305e-09 1
"1459" 1459 40 49 3 5 7.62248e-08 1
"1460" 1460 41 49 3 5 0.02604434 0
"1461" 1461 42 49 3 5 0.3566616 0
"1462" 1462 43 49 3 5 0.04728633 0
"1463" 1463 44 49 3 5 0.0931357 0
"1464" 1464 45 49 3 5 0.02637043 0
"1465" 1465 46 49 3 5 6.913968e-05 1
"1466" 1466 47 49 3 5 0.0002162808 1
"1467" 1467 48 49 3 4 0.4255882 0
"1468" 1468 49 49 3 4 0.2500812 0
"1469" 1469 17 50 3 15 0.9671834 0
"1470" 1470 18 50 3 15 0.007829717 0
"1471" 1471 19 50 3 16 0.6040642 0
"1472" 1472 20 50 3 16 0.002442032 1
"1473" 1473 21 50 3 16 4.757911e-05 1
"1474" 1474 22 50 3 16 0.8469236 0
"1475" 1475 23 50 3 16 0.05845503 0
"1476" 1476 24 50 3 16 0.9110856 0
"1477" 1477 25 50 3 16 0.4272968 0
"1478" 1478 26 50 3 16 0.9388796 0
"1479" 1479 27 50 3 21 0.1945879 0
"1480" 1480 28 50 3 21 0.7839768 0
"1481" 1481 29 50 3 21 0.1318103 0
"1482" 1482 33 50 3 10 0.0001539624 1
"1483" 1483 34 50 3 10 0.02222169 0
"1484" 1484 35 50 3 10 0.00362409 1
"1485" 1485 36 50 3 10 0.4400365 0
"1486" 1486 37 50 3 10 0.7257182 0
"1487" 1487 38 50 3 10 0.03330955 0
"1488" 1488 39 50 3 10 0.1120491 0
"1489" 1489 40 50 3 5 0.03162478 0
"1490" 1490 41 50 3 5 0.005530093 0
"1491" 1491 42 50 3 5 0.9723775 0
"1492" 1492 43 50 3 5 0.2329522 0
"1493" 1493 44 50 3 5 0.0006926709 1
"1494" 1494 45 50 3 5 8.175598e-05 1
"1495" 1495 46 50 3 5 0.0003973887 1
"1496" 1496 47 50 3 5 9.277007e-05 1
"1497" 1497 48 50 3 5 6.466458e-06 1
"1498" 1498 18 51 3 15 0.8479673 0
"1499" 1499 19 51 3 16 0.03149671 0
"1500" 1500 20 51 3 16 0.02975447 0
"1501" 1501 21 51 3 16 0.001933014 1
"1502" 1502 22 51 3 16 0.483855 0
"1503" 1503 23 51 3 16 0.742137 0
"1504" 1504 24 51 3 16 0.06453927 0
"1505" 1505 25 51 3 16 0.1558444 0
"1506" 1506 26 51 3 16 0.6883366 0
"1507" 1507 27 51 3 21 0.8272526 0
"1508" 1508 28 51 3 21 0.3240374 0
"1509" 1509 29 51 3 21 0.5326574 0
"1510" 1510 33 51 3 10 0.009531681 0
"1511" 1511 34 51 3 10 0.5399771 0
"1512" 1512 35 51 3 10 0.3138709 0
"1513" 1513 36 51 3 10 0.995664 0
"1514" 1514 37 51 3 10 0.894029 0
"1515" 1515 38 51 3 10 0.5493519 0
"1516" 1516 39 51 3 10 0.6217331 0
"1517" 1517 40 51 3 10 0.03807663 0
"1518" 1518 41 51 3 5 0.001223322 1
"1519" 1519 42 51 3 5 0.05369693 0
"1520" 1520 43 51 3 5 0.9779524 0
"1521" 1521 44 51 3 5 0.1083367 0
"1522" 1522 45 51 3 5 0.1808291 0
"1523" 1523 46 51 3 5 0.2355073 0
"1524" 1524 47 51 3 5 0.3892143 0
"1525" 1525 48 51 3 5 0.4315187 0
"1526" 1526 18 52 3 16 0.4871449 0
"1527" 1527 19 52 3 16 0.6843776 0
"1528" 1528 20 52 3 16 0.1561275 0
"1529" 1529 21 52 3 16 0.005801891 0
"1530" 1530 22 52 3 16 0.2064264 0
"1531" 1531 23 52 3 16 0.4081897 0
"1532" 1532 24 52 3 16 0.3374202 0
"1533" 1533 25 52 3 21 0.1179338 0
"1534" 1534 26 52 3 21 0.3515286 0
"1535" 1535 27 52 3 21 0.04325559 0
"1536" 1536 28 52 3 21 0.7181202 0
"1537" 1537 29 52 3 21 0.04406676 0
"1538" 1538 33 52 3 10 0.07208076 0
"1539" 1539 34 52 3 10 0.05332449 0
"1540" 1540 35 52 3 10 0.1403977 0
"1541" 1541 36 52 3 10 0.488677 0
"1542" 1542 37 52 3 10 0.9288891 0
"1543" 1543 38 52 3 10 0.03026042 0
"1544" 1544 39 52 3 10 0.00884111 0
"1545" 1545 40 52 3 10 0.02835039 0
"1546" 1546 41 52 3 5 0.9044072 0
"1547" 1547 42 52 3 5 0.1834453 0
"1548" 1548 43 52 3 5 0.001220034 1
"1549" 1549 44 52 3 5 0.08004464 0
"1550" 1550 45 52 3 5 0.5469728 0
"1551" 1551 46 52 3 5 0.8853195 0
"1552" 1552 47 52 3 5 0.2834892 0
"1553" 1553 19 53 3 16 0.4822281 0
"1554" 1554 20 53 3 16 0.9513839 0
"1555" 1555 21 53 3 16 0.01889287 0
"1556" 1556 22 53 3 16 0.6689767 0
"1557" 1557 23 53 3 21 0.1278872 0
"1558" 1558 24 53 3 21 0.5184573 0
"1559" 1559 25 53 3 21 0.2373936 0
"1560" 1560 26 53 3 21 0.7841939 0
"1561" 1561 27 53 3 21 0.9339555 0
"1562" 1562 28 53 3 21 0.488344 0
"1563" 1563 29 53 3 21 0.007363776 0
"1564" 1564 33 53 3 10 0.4410758 0
"1565" 1565 34 53 3 10 0.8217708 0
"1566" 1566 35 53 3 10 0.1534012 0
"1567" 1567 36 53 3 10 0.7774347 0
"1568" 1568 37 53 3 10 0.9022943 0
"1569" 1569 38 53 3 10 0.07534674 0
"1570" 1570 39 53 3 10 0.566779 0
"1571" 1571 40 53 3 5 0.5280546 0
"1572" 1572 41 53 3 5 0.1058398 0
"1573" 1573 42 53 3 5 0.02938321 0
"1574" 1574 43 53 3 5 0.01688611 0
"1575" 1575 44 53 3 5 0.6797229 0
"1576" 1576 45 53 3 5 0.4221708 0
"1577" 1577 46 53 3 5 0.5511296 0
"1578" 1578 47 53 3 5 0.1752401 0
"1579" 1579 19 54 3 16 0.5460972 0
"1580" 1580 20 54 3 16 0.7185467 0
"1581" 1581 21 54 3 16 0.1168512 0
"1582" 1582 22 54 3 16 0.3677127 0
"1583" 1583 23 54 3 21 0.8673848 0
"1584" 1584 24 54 3 21 0.02102651 0
"1585" 1585 25 54 3 21 0.0006958481 1
"1586" 1586 26 54 3 21 0.04974443 0
"1587" 1587 27 54 3 21 0.1215315 0
"1588" 1588 28 54 3 21 0.5406171 0
"1589" 1589 29 54 3 21 0.4237049 0
"1590" 1590 33 54 3 10 0.1494807 0
"1591" 1591 34 54 3 10 0.3851916 0
"1592" 1592 35 54 3 10 0.6747278 0
"1593" 1593 36 54 3 10 0.1360808 0
"1594" 1594 37 54 3 10 0.4941751 0
"1595" 1595 38 54 3 10 0.9079118 0
"1596" 1596 39 54 3 10 0.9106836 0
"1597" 1597 40 54 3 5 0.07357596 0
"1598" 1598 41 54 3 5 0.0139901 0
"1599" 1599 42 54 3 5 7.469823e-06 1
"1600" 1600 43 54 3 5 0.0001743344 1
"1601" 1601 44 54 3 5 0.0477545 0
"1602" 1602 45 54 3 5 0.1124625 0
"1603" 1603 46 54 3 5 0.02845618 0
"1604" 1604 21 55 3 16 0.3801001 0
"1605" 1605 22 55 3 16 0.3530353 0
"1606" 1606 23 55 3 21 0.7274875 0
"1607" 1607 24 55 3 21 0.6042545 0
"1608" 1608 25 55 3 21 0.002478588 1
"1609" 1609 26 55 3 21 0.06260018 0
"1610" 1610 27 55 3 21 0.1978825 0
"1611" 1611 28 55 3 21 0.0002932749 1
"1612" 1612 29 55 3 21 0.007531549 0
"1613" 1613 33 55 3 10 0.6550897 0
"1614" 1614 34 55 3 10 0.333294 0
"1615" 1615 35 55 3 10 0.7287982 0
"1616" 1616 36 55 3 10 0.2631852 0
"1617" 1617 37 55 3 10 0.0004798603 1
"1618" 1618 38 55 3 10 0.00954507 0
"1619" 1619 39 55 3 10 0.7532628 0
"1620" 1620 40 55 3 5 0.2544048 0
"1621" 1621 41 55 3 5 0.2657892 0
"1622" 1622 42 55 3 5 4.865411e-07 1
"1623" 1623 43 55 3 5 0.000113813 1
"1624" 1624 44 55 3 5 0.05581448 0
"1625" 1625 45 55 3 5 0.003456794 1
"1626" 1626 22 56 3 16 0.7508761 0
"1627" 1627 23 56 3 21 0.04405848 0
"1628" 1628 24 56 3 21 0.4988927 0
"1629" 1629 25 56 3 21 0.007259961 0
"1630" 1630 26 56 3 21 0.08390857 0
"1631" 1631 27 56 3 21 0.2769674 0
"1632" 1632 28 56 3 21 0.0009768196 1
"1633" 1633 29 56 3 21 0.3079053 0
"1634" 1634 33 56 3 10 0.4428255 0
"1635" 1635 34 56 3 10 0.1908013 0
"1636" 1636 35 56 3 10 0.3481737 0
"1637" 1637 36 56 3 10 0.008636689 0
"1638" 1638 37 56 3 10 0.0003658561 1
"1639" 1639 38 56 3 10 0.1100828 0
"1640" 1640 39 56 3 10 0.2233309 0
"1641" 1641 40 56 3 10 0.0004229836 1
"1642" 1642 41 56 3 5 0.2196214 0
"1643" 1643 42 56 3 5 0.3408959 0
"1644" 1644 43 56 3 5 0.01174034 0
"1645" 1645 44 56 3 5 0.006218287 0
"1646" 1646 23 57 3 16 0.06072285 0
"1647" 1647 24 57 3 21 0.3761397 0
"1648" 1648 25 57 3 21 0.4527563 0
"1649" 1649 26 57 3 21 0.1328194 0
"1650" 1650 27 57 3 21 0.999612 0
"1651" 1651 28 57 3 21 0.7508348 0
"1652" 1652 29 57 3 21 0.3193746 0
"1653" 1653 34 57 3 10 0.03494212 0
"1654" 1654 35 57 3 10 0.2709938 0
"1655" 1655 36 57 3 10 0.1459639 0
"1656" 1656 37 57 3 10 0.0005268766 1
"1657" 1657 38 57 3 10 0.01759272 0
"1658" 1658 39 57 3 10 2.590621e-05 1
"1659" 1659 40 57 3 10 0.000547604 1
"1660" 1660 41 57 3 5 0.1260371 0
"1661" 1661 42 57 3 5 0.003306163 1
"1662" 1662 43 57 3 5 0.478283 0
"1663" 1663 25 58 3 21 0.3785001 0
"1664" 1664 26 58 3 21 0.8662581 0
"1665" 1665 27 58 3 21 0.300857 0
"1666" 1666 28 58 3 21 0.2219958 0
"1667" 1667 34 58 3 10 0.009624233 0
"1668" 1668 35 58 3 10 0.7641093 0
"1669" 1669 36 58 3 10 0.2253814 0
"1670" 1670 37 58 3 10 0.6062609 0
"1671" 1671 38 58 3 10 0.8769677 0
"1672" 1672 39 58 3 10 0.03025567 0
"1673" 1673 40 58 3 10 0.610315 0
"1674" 1674 41 58 3 5 0.9733841 0
"1675" 1675 42 58 3 5 0.1233839 0
"1676" 1676 34 59 3 10 0.06106303 0
"1677" 1677 35 59 3 10 0.005599536 0
"1678" 1678 36 59 3 10 0.009413436 0
"1679" 1679 37 59 3 10 0.1854459 0
"1680" 1680 38 59 3 10 0.622284 0
"1681" 1681 39 59 3 10 0.7161468 0
"1682" 1682 25 21 4 13 0.06883698 0
"1683" 1683 26 21 4 13 0.3327579 0
"1684" 1684 27 21 4 13 0.06602091 0
"1685" 1685 39 21 4 2 0.2569488 0
"1686" 1686 24 22 4 13 0.4186013 0
"1687" 1687 25 22 4 13 0.007474833 0
"1688" 1688 26 22 4 13 0.006579882 0
"1689" 1689 27 22 4 13 0.9909888 0
"1690" 1690 39 22 4 2 0.4017132 0
"1691" 1691 40 22 4 2 0.3903955 0
"1692" 1692 23 23 4 13 7.491735e-05 1
"1693" 1693 24 23 4 13 0.8120837 0
"1694" 1694 25 23 4 13 0.7749579 0
"1695" 1695 26 23 4 13 0.001432585 1
"1696" 1696 27 23 4 13 0.02694334 0
"1697" 1697 38 23 4 2 0.1548929 0
"1698" 1698 39 23 4 2 0.02521472 0
"1699" 1699 40 23 4 2 0.006410402 0
"1700" 1700 41 23 4 2 0.2177828 0
"1701" 1701 21 24 4 13 0.4115255 0
"1702" 1702 22 24 4 13 0.02970487 0
"1703" 1703 23 24 4 13 0.7215232 0
"1704" 1704 24 24 4 13 0.4594585 0
"1705" 1705 25 24 4 13 0.7332765 0
"1706" 1706 26 24 4 13 0.3820833 0
"1707" 1707 37 24 4 2 0.8609907 0
"1708" 1708 38 24 4 2 0.7323088 0
"1709" 1709 39 24 4 2 0.8263488 0
"1710" 1710 40 24 4 2 0.1980831 0
"1711" 1711 41 24 4 2 0.376341 0
"1712" 1712 42 24 4 2 0.865039 0
"1713" 1713 21 25 4 13 0.4406236 0
"1714" 1714 22 25 4 13 0.6202357 0
"1715" 1715 23 25 4 13 0.6632088 0
"1716" 1716 24 25 4 13 0.7698883 0
"1717" 1717 25 25 4 13 0.5078891 0
"1718" 1718 26 25 4 13 0.2510344 0
"1719" 1719 37 25 4 2 0.1007078 0
"1720" 1720 38 25 4 2 0.7165859 0
"1721" 1721 39 25 4 2 0.02824556 0
"1722" 1722 40 25 4 2 0.08204449 0
"1723" 1723 41 25 4 2 0.0625302 0
"1724" 1724 42 25 4 2 0.1280248 0
"1725" 1725 43 25 4 2 1.703196e-05 1
"1726" 1726 19 26 4 14 0.450757 0
"1727" 1727 20 26 4 14 0.9122741 0
"1728" 1728 21 26 4 14 0.2901846 0
"1729" 1729 22 26 4 13 0.4802848 0
"1730" 1730 23 26 4 13 0.5616495 0
"1731" 1731 24 26 4 13 0.8123675 0
"1732" 1732 25 26 4 13 0.3786964 0
"1733" 1733 26 26 4 13 0.1252233 0
"1734" 1734 37 26 4 2 0.7269837 0
"1735" 1735 38 26 4 2 0.7446972 0
"1736" 1736 39 26 4 2 0.006522483 0
"1737" 1737 40 26 4 2 0.115114 0
"1738" 1738 41 26 4 2 0.329629 0
"1739" 1739 42 26 4 2 0.00770834 0
"1740" 1740 43 26 4 2 0.002302215 1
"1741" 1741 44 26 4 2 0.7583569 0
"1742" 1742 19 27 4 14 0.6301415 0
"1743" 1743 20 27 4 14 0.8156513 0
"1744" 1744 21 27 4 14 0.7464401 0
"1745" 1745 22 27 4 13 0.5568212 0
"1746" 1746 23 27 4 13 0.5626593 0
"1747" 1747 24 27 4 13 0.8472189 0
"1748" 1748 25 27 4 13 0.02820935 0
"1749" 1749 26 27 4 13 0.07771115 0
"1750" 1750 37 27 4 2 0.837434 0
"1751" 1751 38 27 4 2 0.4088033 0
"1752" 1752 39 27 4 2 0.002874519 1
"1753" 1753 40 27 4 2 0.4892076 0
"1754" 1754 41 27 4 2 0.4909164 0
"1755" 1755 42 27 4 2 0.001194864 1
"1756" 1756 43 27 4 2 0.8290545 0
"1757" 1757 44 27 4 2 0.8246144 0
"1758" 1758 45 27 4 2 0.1160437 0
"1759" 1759 18 28 4 14 0.1164696 0
"1760" 1760 19 28 4 14 0.1557156 0
"1761" 1761 20 28 4 14 0.4569442 0
"1762" 1762 21 28 4 14 0.4071607 0
"1763" 1763 22 28 4 13 0.800762 0
"1764" 1764 23 28 4 13 0.3278351 0
"1765" 1765 24 28 4 13 0.9331778 0
"1766" 1766 25 28 4 13 0.5009263 0
"1767" 1767 38 28 4 2 0.5590285 0
"1768" 1768 39 28 4 2 0.06114108 0
"1769" 1769 40 28 4 2 0.2484477 0
"1770" 1770 41 28 4 2 0.7913722 0
"1771" 1771 42 28 4 2 0.1447139 0
"1772" 1772 43 28 4 2 0.7667968 0
"1773" 1773 44 28 4 2 0.6400531 0
"1774" 1774 45 28 4 2 0.04567555 0
"1775" 1775 46 28 4 2 0.1120947 0
"1776" 1776 18 29 4 14 0.880072 0
"1777" 1777 19 29 4 14 0.1673919 0
"1778" 1778 20 29 4 14 0.8990449 0
"1779" 1779 21 29 4 14 0.2764984 0
"1780" 1780 22 29 4 13 0.7328719 0
"1781" 1781 23 29 4 13 0.8676175 0
"1782" 1782 24 29 4 13 0.6671611 0
"1783" 1783 25 29 4 13 0.3536045 0
"1784" 1784 38 29 4 2 0.4890316 0
"1785" 1785 39 29 4 2 0.7591827 0
"1786" 1786 40 29 4 2 0.5303381 0
"1787" 1787 41 29 4 2 0.05512462 0
"1788" 1788 42 29 4 3 0.3640812 0
"1789" 1789 43 29 4 3 0.2979797 0
"1790" 1790 44 29 4 3 0.5243567 0
"1791" 1791 45 29 4 3 0.2867798 0
"1792" 1792 46 29 4 3 0.9986267 0
"1793" 1793 47 29 4 3 0.5710177 0
"1794" 1794 17 30 4 14 0.8361888 0
"1795" 1795 18 30 4 14 0.006776619 0
"1796" 1796 19 30 4 14 0.3099374 0
"1797" 1797 20 30 4 14 0.9814259 0
"1798" 1798 21 30 4 14 0.2785876 0
"1799" 1799 22 30 4 13 0.3115349 0
"1800" 1800 23 30 4 13 0.002518124 1
"1801" 1801 24 30 4 13 0.2270937 0
"1802" 1802 38 30 4 2 0.9628481 0
"1803" 1803 39 30 4 2 0.4084913 0
"1804" 1804 40 30 4 2 0.2156778 0
"1805" 1805 41 30 4 3 0.1950511 0
"1806" 1806 42 30 4 3 0.8985963 0
"1807" 1807 43 30 4 3 0.7469691 0
"1808" 1808 44 30 4 3 0.1406655 0
"1809" 1809 45 30 4 3 0.02191539 0
"1810" 1810 46 30 4 3 0.827688 0
"1811" 1811 47 30 4 3 0.9252132 0
"1812" 1812 17 31 4 14 0.9721723 0
"1813" 1813 18 31 4 14 0.2325721 0
"1814" 1814 19 31 4 14 0.04119796 0
"1815" 1815 20 31 4 14 0.3588511 0
"1816" 1816 21 31 4 14 0.07294375 0
"1817" 1817 22 31 4 13 0.3186734 0
"1818" 1818 23 31 4 13 0.7487549 0
"1819" 1819 24 31 4 13 0.02421107 0
"1820" 1820 38 31 4 2 0.06729379 0
"1821" 1821 39 31 4 2 0.08032964 0
"1822" 1822 40 31 4 3 0.5755492 0
"1823" 1823 41 31 4 3 0.4537305 0
"1824" 1824 42 31 4 3 0.09268699 0
"1825" 1825 43 31 4 3 0.9542054 0
"1826" 1826 44 31 4 3 0.1300215 0
