voxel x y z ROI pvalue
1702 22 24 4 13 0.02970487
1703 23 24 4 13 0.7215232
1704 24 24 4 13 0.4594585
1705 25 24 4 13 0.7332765
1706 26 24 4 13 0.3820833
1707 37 24 4 2 0.8609907
1708 38 24 4 2 0.7323088
1709 39 24 4 2 0.8263488
1710 40 24 4 2 0.1980831
1711 41 24 4 2 0.376341
1712 42 24 4 2 0.865039
1713 21 25 4 13 0.4406236
1714 22 25 4 13 0.6202357
1715 23 25 4 13 0.6632088
1716 24 25 4 13 0.7698883
1717 25 25 4 13 0.5078891
1718 26 25 4 13 0.2510344
1719 37 25 4 2 0.1007078
1720 38 25 4 2 0.7165859
1721 39 25 4 2 0.02824556
1722 40 25 4 2 0.08204449
1723 41 25 4 2 0.0625302
1724 42 25 4 2 0.1280248
1725 43 25 4 2 1.703196e-05
1726 19 26 4 14 0.450757
1727 20 26 4 14 0.9122741
1728 21 26 4 14 0.2901846
1729 22 26 4 13 0.4802848
1730 23 26 4 13 0.5616495
1731 24 26 4 13 0.8123675
1732 25 26 4 13 0.3786964
1733 26 26 4 13 0.1252233
1734 37 26 4 2 0.7269837
1735 38 26 4 2 0.7446972
1736 39 26 4 2 0.006522483
1737 40 26 4 2 0.115114
1738 41 26 4 2 0.329629
1739 42 26 4 2 0.00770834
1740 43 26 4 2 0.002302215
1741 44 26 4 2 0.7583569
1742 19 27 4 14 0.6301415
1743 20 27 4 14 0.8156513
1744 21 27 4 14 0.7464401
1745 22 27 4 13 0.5568212
1746 23 27 4 13 0.5626593
1747 24 27 4 13 0.8472189
1748 25 27 4 13 0.02820935
1749 26 27 4 13 0.07771115
1750 37 27 4 2 0.837434
1751 38 27 4 2 0.4088033
1752 39 27 4 2 0.002874519
1753 40 27 4 2 0.4892076
1754 41 27 4 2 0.4909164
1755 42 27 4 2 0.001194864
1756 43 27 4 2 0.8290545
1757 44 27 4 2 0.8246144
1758 45 27 4 2 0.1160437
1759 18 28 4 14 0.1164696
1760 19 28 4 14 0.1557156
1761 20 28 4 14 0.4569442
1762 21 28 4 14 0.4071607
1763 22 28 4 13 0.800762
1764 23 28 4 13 0.3278351
1765 24 28 4 13 0.9331778
1766 25 28 4 13 0.5009263
1767 38 28 4 2 0.5590285
1768 39 28 4 2 0.06114108
1769 40 28 4 2 0.2484477
1770 41 28 4 2 0.7913722
1771 42 28 4 2 0.1447139
1772 43 28 4 2 0.7667968
1773 44 28 4 2 0.6400531
1774 45 28 4 2 0.04567555
1775 46 28 4 2 0.1120947
1776 18 29 4 14 0.880072
1777 19 29 4 14 0.1673919
1778 20 29 4 14 0.8990449
1779 21 29 4 14 0.2764984
1780 22 29 4 13 0.7328719
1781 23 29 4 13 0.8676175
1782 24 29 4 13 0.6671611
1783 25 29 4 13 0.3536045
1784 38 29 4 2 0.4890316
1785 39 29 4 2 0.7591827
1786 40 29 4 2 0.5303381
1787 41 29 4 2 0.05512462
1788 42 29 4 3 0.3640812
1789 43 29 4 3 0.2979797
1790 44 29 4 3 0.5243567
1791 45 29 4 3 0.2867798
1792 46 29 4 3 0.9986267
1793 47 29 4 3 0.5710177
1794 17 30 4 14 0.8361888
1795 18 30 4 14 0.006776619
1796 19 30 4 14 0.3099374
1797 20 30 4 14 0.9814259
1798 21 30 4 14 0.2785876
1799 22 30 4 13 0.3115349
1800 23 30 4 13 0.002518124
1801 24 30 4 13 0.2270937
1802 38 30 4 2 0.9628481
1803 39 30 4 2 0.4084913
1804 40 30 4 2 0.2156778
1805 41 30 4 3 0.1950511
1806 42 30 4 3 0.8985963
1807 43 30 4 3 0.7469691
1808 44 30 4 3 0.1406655
1809 45 30 4 3 0.02191539
1810 46 30 4 3 0.827688
1811 47 30 4 3 0.9252132
1812 17 31 4 14 0.9721723
1813 18 31 4 14 0.2325721
1814 19 31 4 14 0.04119796
1815 20 31 4 14 0.3588511
1816 21 31 4 14 0.07294375
1817 22 31 4 13 0.3186734
1818 23 31 4 13 0.7487549
1819 24 31 4 13 0.02421107
1820 38 31 4 2 0.06729379
1821 39 31 4 2 0.08032964
1822 40 31 4 3 0.5755492
1823 41 31 4 3 0.4537305
1824 42 31 4 3 0.09268699
1825 43 31 4 3 0.9542054
1826 44 31 4 3 0.1300215
1827 45 31 4 3 0.7248101
1828 46 31 4 3 0.9297226
1829 47 31 4 3 0.9177665
1830 17 32 4 14 0.6850908
1831 18 32 4 14 0.003092878
1832 19 32 4 14 0.0254424
1833 20 32 4 14 0.7525864
1834 21 32 4 14 0.02084449
1835 40 32 4 3 0.7017615
1836 41 32 4 3 0.1533717
1837 42 32 4 3 0.315987
1838 43 32 4 3 0.001653985
1839 44 32 4 3 0.09514887
1840 45 32 4 3 0.01439893
1841 46 32 4 8 0.7993897
1842 47 32 4 8 0.6298388
1843 16 33 4 19 0.8271974
1844 17 33 4 19 0.7592431
1845 18 33 4 14 0.8240473
1846 19 33 4 14 0.5173895
1847 20 33 4 14 0.9744512
1848 21 33 4 14 0.3413462
1849 40 33 4 3 0.02423899
1850 41 33 4 3 0.1371601
1851 42 33 4 3 8.697647e-06
1852 43 33 4 3 0.002889446
1853 44 33 4 3 0.01435031
1854 45 33 4 8 0.001413616
1855 46 33 4 8 0.8190537
1856 47 33 4 8 0.01648354
1857 48 33 4 8 0.0001179479
1858 16 34 4 19 0.9413613
1859 17 34 4 19 0.03794415
1860 18 34 4 19 0.9683595
1861 19 34 4 19 0.0480594
1862 20 34 4 19 0.8363789
1863 21 34 4 19 0.1845421
1864 22 34 4 19 0.3975705
1865 23 34 4 19 0.2008855
1866 41 34 4 3 0.3982664
1867 42 34 4 3 0.007529889
1868 43 34 4 8 0.787568
1869 44 34 4 8 0.5212286
1870 45 34 4 8 0.2687351
1871 46 34 4 8 0.176207
1872 47 34 4 8 0.1023667
1873 48 34 4 8 0.004656125
1874 16 35 4 19 0.9536194
1875 17 35 4 19 0.002585049
1876 18 35 4 19 4.291937e-05
1877 19 35 4 19 0.0003260027
1878 20 35 4 19 5.855959e-05
1879 21 35 4 19 0.002345003
1880 22 35 4 19 0.1397996
1881 23 35 4 19 0.521291
1882 24 35 4 19 0.03636672
1883 25 35 4 19 0.2511919
1884 41 35 4 8 0.5450772
1885 42 35 4 8 0.7705906
1886 43 35 4 8 0.5944201
1887 44 35 4 8 0.9834137
1888 45 35 4 8 0.2240494
1889 46 35 4 8 0.4917685
1890 47 35 4 8 0.01088748
1891 48 35 4 8 0.8714637
1892 16 36 4 19 0.8976971
1893 17 36 4 19 0.7209037
1894 18 36 4 19 0.5149498
1895 19 36 4 19 0.8598422
1896 20 36 4 19 0.880483
1897 21 36 4 19 0.5503495
1898 22 36 4 19 0.09404283
1899 23 36 4 19 0.7036141
1900 24 36 4 19 0.8105528
1901 41 36 4 8 0.2182706
1902 42 36 4 8 0.6715114
1903 43 36 4 8 0.9181974
1904 44 36 4 8 0.6357295
1905 45 36 4 8 0.9695939
1906 46 36 4 8 0.6105933
1907 47 36 4 8 0.1274919
1908 19 37 4 19 0.003846781
1909 20 37 4 19 0.1494376
1910 21 37 4 19 0.6358951
1911 22 37 4 19 0.1196483
1912 23 37 4 19 0.02781077
1913 41 37 4 8 0.9247503
1914 42 37 4 8 0.6791935
1915 43 37 4 8 0.3703607
1916 44 37 4 8 0.6990823
1917 45 37 4 8 0.6099621
1918 21 38 4 19 0.3502716
1919 22 38 4 19 0.5943308
1920 23 38 4 19 0.4837528
1921 15 39 4 20 0.09677473
1922 16 39 4 20 0.08169649
1923 15 40 4 20 0.9736665
1924 16 40 4 20 0.2921544
1925 17 40 4 20 0.540535
1926 15 41 4 20 0.7679412
1927 16 41 4 20 0.3291543
1928 17 41 4 20 0.6607355
1929 14 42 4 20 0.6166237
1930 15 42 4 20 0.6975015
1931 16 42 4 20 0.06821516
1932 17 42 4 20 0.9692372
1933 18 42 4 20 0.805852
1934 19 42 4 20 0.002755104
1935 20 42 4 20 0.1172636
1936 14 43 4 20 0.3577637
1937 15 43 4 20 0.895111
1938 16 43 4 20 0.2272055
1939 17 43 4 20 0.590284
1940 18 43 4 20 0.6834947
1941 19 43 4 20 0.5118271
1942 20 43 4 20 0.8153095
1943 21 43 4 20 0.7047952
1944 14 44 4 15 0.5168828
1945 15 44 4 15 0.3950235
1946 16 44 4 15 0.3062861
1947 17 44 4 15 0.707011
1948 18 44 4 15 0.1897628
1949 19 44 4 20 0.1324401
1950 20 44 4 20 0.43483
1951 21 44 4 16 0.6282676
1952 22 44 4 16 0.561412
1953 23 44 4 21 0.2316647
1954 14 45 4 15 0.6989633
1955 15 45 4 15 0.351158
1956 16 45 4 15 0.0751675
1957 17 45 4 15 0.8254961
1958 18 45 4 15 0.005277108
1959 19 45 4 15 0.0003225019
1960 20 45 4 15 0.3191546
1961 21 45 4 16 0.9641932
1962 22 45 4 16 0.01354613
1963 23 45 4 21 0.1418439
1964 24 45 4 21 0.1091887
1965 50 45 4 4 0.3285578
1966 14 46 4 15 0.1755226
1967 15 46 4 15 0.2581613
1968 16 46 4 15 0.8493905
1969 17 46 4 15 0.2349153
1970 18 46 4 15 0.3831114
1971 19 46 4 15 0.1850282
1972 20 46 4 15 0.6821622
1973 21 46 4 16 0.2837994
1974 22 46 4 16 0.562853
1975 23 46 4 21 0.2479481
1976 24 46 4 21 0.02134104
1977 40 46 4 5 0.6109766
1978 41 46 4 5 0.9587449
1979 42 46 4 4 0.8000741
1980 43 46 4 4 0.5806498
1981 44 46 4 4 0.7632486
1982 45 46 4 4 0.1514255
1983 46 46 4 4 0.4181975
1984 47 46 4 4 0.5564202
1985 48 46 4 4 0.6343232
1986 49 46 4 4 0.7087034
1987 50 46 4 4 0.4271272
1988 14 47 4 15 0.3293053
1989 15 47 4 15 0.005395903
1990 16 47 4 15 0.3317343
1991 17 47 4 15 0.9715734
1992 18 47 4 15 0.3309025
1993 19 47 4 15 0.2888792
1994 20 47 4 15 0.931232
1995 21 47 4 16 0.2177089
1996 22 47 4 16 0.1160397
1997 23 47 4 16 0.001944714
1998 24 47 4 21 0.9484331
1999 37 47 4 10 0.7423379
2000 39 47 4 5 0.856046
2001 40 47 4 5 0.04327877
2002 41 47 4 5 0.1771163
2003 42 47 4 5 0.8310586
2004 43 47 4 5 0.01772548
2005 44 47 4 5 0.00314592
2006 45 47 4 5 0.06309921
2007 46 47 4 4 0.3522589
2008 47 47 4 4 0.6414213
2009 48 47 4 4 7.038595e-05
2010 49 47 4 4 0.08761573
2011 50 47 4 4 0.6796473
2012 15 48 4 15 0.6800807
2013 16 48 4 15 0.6472999
2014 17 48 4 15 0.7567836
2015 18 48 4 15 0.4509286
2016 19 48 4 15 0.3866387
2017 20 48 4 16 0.900994
2018 21 48 4 16 0.2114561
2019 22 48 4 16 0.002904026
2020 23 48 4 16 0.002659936
2021 24 48 4 21 0.3986377
2022 25 48 4 21 0.5446684
2023 36 48 4 10 0.9920667
2024 37 48 4 10 0.3613106
2025 38 48 4 10 0.9100178
2026 39 48 4 5 0.0003406093
2027 40 48 4 5 0.0003817832
2028 41 48 4 5 0.9535295
2029 42 48 4 5 0.4421985
2030 43 48 4 5 0.0001828622
2031 44 48 4 5 0.002731298
2032 45 48 4 5 0.2355429
2033 46 48 4 5 0.1018498
2034 47 48 4 4 0.4245566
2035 48 48 4 4 0.3165943
2036 49 48 4 4 0.08509473
2037 50 48 4 4 0.0003007739
2038 16 49 4 15 0.09324219
2039 17 49 4 15 0.9934579
2040 18 49 4 15 0.2594458
2041 19 49 4 16 0.8531811
2042 20 49 4 16 0.6185685
2043 21 49 4 16 0.9312801
2044 22 49 4 16 0.001905298
2045 23 49 4 16 0.008649048
2046 24 49 4 21 0.05894499
2047 25 49 4 21 0.557995
2048 26 49 4 21 0.9788176
2049 34 49 4 10 0.1911251
2050 35 49 4 10 0.08224511
2051 36 49 4 10 0.9726457
2052 37 49 4 10 0.3753142
2053 38 49 4 10 0.5366445
2054 39 49 4 10 0.0001384112
2055 40 49 4 5 0.0002257399
2056 41 49 4 5 0.06482026
2057 42 49 4 5 0.5518957
2058 43 49 4 5 0.5994816
2059 44 49 4 5 0.3852737
2060 45 49 4 5 0.8619605
2061 46 49 4 5 0.004258925
2062 47 49 4 5 0.001045243
2063 48 49 4 4 0.9897152
2064 49 49 4 4 0.001020476
2065 50 49 4 4 0.2869626
2066 17 50 4 16 0.9718257
2067 18 50 4 16 0.8593484
2068 19 50 4 16 0.547369
2069 20 50 4 16 0.05168276
2070 21 50 4 16 0.6969537
2071 22 50 4 16 0.1214755
2072 23 50 4 16 0.5364044
2073 24 50 4 16 0.8766859
2074 25 50 4 21 0.5342789
2075 26 50 4 21 0.9407874
2076 27 50 4 21 0.5510539
2077 34 50 4 10 0.4632396
2078 35 50 4 10 0.7282347
2079 36 50 4 10 0.1838385
2080 37 50 4 10 0.9653138
2081 38 50 4 10 0.7691543
2082 39 50 4 10 0.7409236
2083 40 50 4 10 0.08378973
2084 41 50 4 5 0.0005752907
2085 42 50 4 5 0.193445
2086 43 50 4 5 0.601774
2087 44 50 4 5 0.2535803
2088 45 50 4 5 0.7179015
2089 46 50 4 5 0.111955
2090 47 50 4 5 3.669519e-05
2091 48 50 4 5 0.005140813
2092 49 50 4 4 0.3609979
2093 17 51 4 16 0.7008721
2094 18 51 4 16 0.3774323
2095 19 51 4 16 0.1391561
2096 20 51 4 16 0.04166323
2097 21 51 4 16 0.02013597
2098 22 51 4 16 0.0001875413
2099 23 51 4 16 4.260883e-05
2100 24 51 4 16 0.0004234996
2101 25 51 4 21 0.7380259
2102 26 51 4 21 0.3695111
2103 27 51 4 21 0.04168659
2104 28 51 4 21 0.05094729
2105 29 51 4 21 0.1545543
2106 34 51 4 10 0.3384028
2107 35 51 4 10 0.6010723
2108 36 51 4 10 0.3452022
2109 37 51 4 10 0.5352155
2110 38 51 4 10 0.2855623
2111 39 51 4 10 0.3726265
2112 40 51 4 10 0.2022221
2113 41 51 4 5 0.0004002404
2114 42 51 4 5 0.0001540407
2115 43 51 4 5 0.003466936
2116 44 51 4 5 0.6365922
2117 45 51 4 5 0.7102194
2118 46 51 4 5 0.2963465
2119 47 51 4 5 0.1118045
2120 48 51 4 5 0.2060046
2121 17 52 4 16 0.6344455
2122 18 52 4 16 0.549108
2123 19 52 4 16 0.7196417
2124 20 52 4 16 0.4442237
2125 21 52 4 16 0.03921612
2126 22 52 4 16 0.002346155
2127 23 52 4 16 0.0005577611
2128 24 52 4 16 0.07406712
2129 25 52 4 21 0.07293063
2130 26 52 4 21 0.0939027
2131 27 52 4 21 0.09944449
2132 28 52 4 21 0.07122115
2133 29 52 4 21 0.9125264
2134 33 52 4 10 0.285586
2135 34 52 4 10 0.8427316
2136 35 52 4 10 0.4002455
2137 36 52 4 10 0.9827395
2138 37 52 4 10 0.2607686
2139 38 52 4 10 0.5859952
2140 39 52 4 10 0.05187283
2141 40 52 4 10 0.3058705
2142 41 52 4 5 0.002224558
2143 42 52 4 5 2.809954e-09
2144 43 52 4 5 0.932538
2145 44 52 4 5 0.8282861
2146 45 52 4 5 0.1705666
2147 46 52 4 5 0.5759444
2148 47 52 4 5 0.3067995
2149 48 52 4 5 0.2599102
2150 18 53 4 16 0.1465506
2151 19 53 4 16 0.1627018
2152 20 53 4 16 0.05900702
2153 21 53 4 16 0.5687206
2154 22 53 4 16 0.08734908
2155 23 53 4 21 0.007611697
2156 24 53 4 21 0.2025572
2157 25 53 4 21 0.02363482
2158 26 53 4 21 0.008169319
2159 27 53 4 21 0.1304176
2160 28 53 4 21 0.6413146
2161 29 53 4 21 0.7672232
2162 33 53 4 10 0.8241166
2163 34 53 4 10 0.6538661
2164 35 53 4 10 0.7702802
2165 36 53 4 10 0.8937994
2166 37 53 4 10 0.05745625
2167 38 53 4 10 0.1882387
2168 39 53 4 10 0.2598731
2169 40 53 4 10 0.7571818
2170 41 53 4 5 0.1226644
2171 42 53 4 5 2.82646e-05
2172 43 53 4 5 0.9165011
2173 44 53 4 5 0.6460814
2174 45 53 4 5 0.3084272
2175 46 53 4 5 0.6843993
2176 47 53 4 5 0.141401
2177 19 54 4 16 0.1389453
2178 20 54 4 16 0.8809766
2179 21 54 4 16 0.1222345
2180 22 54 4 16 0.3840674
2181 23 54 4 21 0.0286471
2182 24 54 4 21 0.1730157
2183 25 54 4 21 5.359575e-05
2184 26 54 4 21 0.01287372
2185 27 54 4 21 0.2004194
2186 28 54 4 21 0.262186
2187 29 54 4 21 0.8343793
2188 33 54 4 10 0.9424135
2189 34 54 4 10 0.6754695
2190 35 54 4 10 0.1625632
2191 36 54 4 10 0.2440861
2192 37 54 4 10 0.1153902
2193 38 54 4 10 0.04040122
2194 39 54 4 5 0.7947054
2195 40 54 4 5 0.3282779
2196 41 54 4 5 0.2927606
2197 42 54 4 5 0.1236184
2198 43 54 4 5 0.4151891
2199 44 54 4 5 0.2635536
2200 45 54 4 5 0.7136275
2201 46 54 4 5 0.6228461
2202 47 54 4 5 0.7057693
2203 20 55 4 16 0.5494644
2204 21 55 4 16 0.2545539
2205 22 55 4 16 0.6987056
2206 23 55 4 21 0.8467307
2207 24 55 4 21 0.05165955
2208 25 55 4 21 0.06751073
2209 26 55 4 21 0.9428828
2210 27 55 4 21 0.6540963
2211 28 55 4 21 0.7946721
2212 29 55 4 21 0.107922
2213 32 55 4 10 0.2645853
2214 33 55 4 10 0.7002059
2215 34 55 4 10 0.7976052
2216 35 55 4 10 0.7135882
2217 36 55 4 10 0.3854829
2218 37 55 4 10 0.09408229
2219 38 55 4 10 0.04395743
2220 39 55 4 5 0.9452801
2221 40 55 4 5 0.02492828
2222 41 55 4 5 0.2380292
2223 42 55 4 5 0.2718132
2224 43 55 4 5 0.7252216
2225 44 55 4 5 0.3398251
2226 45 55 4 5 0.4916258
2227 46 55 4 5 0.01230889
2228 21 56 4 16 0.9214347
2229 22 56 4 16 0.7128582
2230 23 56 4 16 0.4341325
2231 24 56 4 21 0.2896835
2232 25 56 4 21 0.1025603
2233 26 56 4 21 0.5661765
2234 27 56 4 21 0.5302656
2235 28 56 4 21 0.137608
2236 29 56 4 21 0.2519033
2237 32 56 4 10 0.03871699
2238 33 56 4 10 0.6666677
2239 34 56 4 10 0.3645189
2240 35 56 4 10 0.4545826
2241 36 56 4 10 0.2827784
2242 37 56 4 10 0.0003057285
2243 38 56 4 10 0.004493751
2244 39 56 4 10 0.8009735
2245 40 56 4 5 0.3161412
2246 41 56 4 5 0.1829032
2247 42 56 4 5 0.9687958
2248 43 56 4 5 0.1252361
2249 44 56 4 5 0.5239985
2250 45 56 4 5 0.2775187
2251 22 57 4 16 0.06507317
2252 23 57 4 16 0.1891623
2253 24 57 4 21 0.4106447
2254 25 57 4 21 0.3718141
2255 26 57 4 21 0.4495661
2256 27 57 4 21 0.8344448
2257 28 57 4 21 0.910231
2258 29 57 4 21 0.5101735
2259 32 57 4 10 0.08469428
2260 33 57 4 10 0.2691998
2261 34 57 4 10 0.05583604
2262 35 57 4 10 0.1103332
2263 36 57 4 10 0.9145394
2264 37 57 4 10 0.003485357
2265 38 57 4 10 0.001393526
2266 39 57 4 10 0.004258345
2267 40 57 4 10 0.4985348
2268 41 57 4 5 0.1270711
2269 42 57 4 5 0.3169278
2270 43 57 4 5 0.001324968
2271 44 57 4 5 0.1422828
2272 23 58 4 16 0.6763492
2273 24 58 4 21 0.8474195
2274 25 58 4 21 0.3518307
2275 26 58 4 21 0.3425079
2276 27 58 4 21 0.2193207
2277 28 58 4 21 0.8194259
2278 29 58 4 21 0.3028513
2279 33 58 4 10 0.004618271
2280 34 58 4 10 0.2767608
2281 35 58 4 10 0.6306329
2282 36 58 4 10 0.5038839
2283 37 58 4 10 0.8921389
2284 38 58 4 10 0.01666909
2285 39 58 4 10 1.71565e-05
2286 40 58 4 10 0.8955538
2287 41 58 4 5 0.6351049
2288 42 58 4 5 0.1410331
2289 43 58 4 5 0.257168
2290 24 59 4 21 0.7468567
2291 25 59 4 21 0.1549962
2292 26 59 4 21 0.6427736
2293 28 59 4 21 0.643504
2294 29 59 4 21 0.0161443
2295 34 59 4 10 0.8287061
2296 35 59 4 10 0.08668371
2297 36 59 4 10 0.01232338
2298 37 59 4 10 0.5077343
2299 38 59 4 10 0.8741463
2300 39 59 4 10 0.1042457
2301 40 59 4 10 0.0005848873
2302 35 60 4 10 0.005612132
2303 37 60 4 10 0.1239455
2304 38 60 4 10 0.451258
2305 24 16 5 13 0.124067
2306 25 16 5 13 0.9531464
2307 26 16 5 13 0.01898228
2308 27 16 5 13 0.05501453
2309 40 16 5 2 0.7436188
2310 41 16 5 2 0.1207642
2311 24 17 5 13 0.1315662
2312 25 17 5 13 0.6073446
2313 26 17 5 13 0.0001875623
2314 27 17 5 13 0.001837912
2315 39 17 5 2 0.07846619
2316 40 17 5 2 0.4611391
2317 41 17 5 2 0.04064602
2318 42 17 5 2 0.0008754026
2319 23 18 5 13 0.001394451
2320 24 18 5 13 0.153546
2321 25 18 5 13 0.2808168
2322 26 18 5 13 0.0001047677
2323 37 18 5 2 0.5672131
2324 38 18 5 2 0.9193816
2325 39 18 5 2 0.1567425
2326 40 18 5 2 0.8754727
2327 41 18 5 2 0.2095173
2328 42 18 5 2 0.5274412
2329 43 18 5 2 0.01440596
2330 22 19 5 13 0.2442436
2331 23 19 5 13 0.005880562
2332 24 19 5 13 0.006505734
2333 25 19 5 13 0.5646069
2334 26 19 5 13 0.03398183
2335 37 19 5 2 0.4475353
2336 38 19 5 2 0.2272718
2337 39 19 5 2 0.1337896
2338 40 19 5 2 0.1510811
2339 41 19 5 2 0.07225625
2340 42 19 5 2 0.04064829
2341 43 19 5 2 0.2559592
2342 44 19 5 2 0.002466631
2343 21 20 5 13 0.707481
2344 22 20 5 13 0.03812283
2345 23 20 5 13 0.9168777
2346 24 20 5 13 0.0871193
2347 25 20 5 13 0.3304484
2348 38 20 5 2 0.2047119
2349 39 20 5 2 0.7132827
2350 40 20 5 2 0.2530572
2351 41 20 5 2 0.006207624
2352 42 20 5 2 0.0004307576
2353 43 20 5 2 0.001399017
2354 44 20 5 2 0.0005133596
2355 45 20 5 2 0.3096654
2356 20 21 5 13 0.01972624
2357 21 21 5 13 0.05773162
2358 22 21 5 13 0.1574519
2359 23 21 5 13 0.05735129
2360 24 21 5 13 0.08601794
2361 38 21 5 2 0.1567311
2362 39 21 5 2 0.8840695
2363 40 21 5 2 0.3656427
2364 41 21 5 2 1.079841e-06
2365 42 21 5 2 0.004313731
2366 43 21 5 2 0.0006417988
2367 44 21 5 2 0.06750785
2368 45 21 5 2 0.8546937
2369 19 22 5 13 0.2830265
2370 20 22 5 13 0.06827315
2371 21 22 5 13 0.4685109
2372 22 22 5 13 0.04281725
2373 23 22 5 13 0.4619594
2374 38 22 5 2 0.3728224
2375 39 22 5 2 0.4991251
2376 40 22 5 2 0.9662952
2377 41 22 5 2 0.0002491586
2378 42 22 5 2 0.7862002
2379 43 22 5 2 0.1661837
2380 44 22 5 2 0.1016656
2381 45 22 5 2 0.2847203
2382 17 23 5 13 0.03864671
2383 18 23 5 13 0.1206924
2384 19 23 5 13 0.716891
2385 20 23 5 13 0.07357698
2386 21 23 5 13 0.01624764
2387 22 23 5 13 0.04686164
2388 23 23 5 13 0.005070809
2389 38 23 5 2 0.09017513
2390 39 23 5 2 0.552096
2391 40 23 5 2 0.069443
2392 41 23 5 2 0.9149627
2393 42 23 5 2 0.3881968
2394 43 23 5 2 0.1134925
2395 44 23 5 2 0.001097035
2396 45 23 5 2 0.02510646
2397 17 24 5 18 0.7194473
2398 18 24 5 18 0.001339651
2399 19 24 5 18 0.007361578
2400 20 24 5 13 0.09974495
2401 21 24 5 13 0.01315862
2402 22 24 5 13 0.1427876
2403 23 24 5 13 0.9175092
2404 39 24 5 2 0.4580525
2405 40 24 5 2 0.05074007
2406 41 24 5 2 0.7050274
2407 42 24 5 2 0.9571338
2408 44 24 5 7 0.1342847
2409 45 24 5 7 0.001777755
2410 46 24 5 7 0.001205602
2411 47 24 5 7 0.5491948
2412 17 25 5 18 0.0004167952
2413 18 25 5 18 1.256293e-06
2414 19 25 5 18 3.22522e-05
2415 20 25 5 18 0.04703069
2416 21 25 5 13 0.05056746
2417 22 25 5 13 0.1062955
2418 23 25 5 13 0.4339506
2419 43 25 5 7 0.01273711
2420 44 25 5 7 0.1077741
2421 45 25 5 7 0.1531234
2422 46 25 5 7 0.007971227
2423 47 25 5 7 0.4511192
2424 17 26 5 18 0.00269769
2425 18 26 5 18 0.0002298714
2426 19 26 5 18 0.2201042
2427 20 26 5 18 0.8992359
2428 43 26 5 7 0.1448345
2429 44 26 5 7 0.7861053
2430 45 26 5 7 0.2679262
2431 46 26 5 7 0.810724
2432 47 26 5 7 0.5409988
2433 48 26 5 7 0.1532556
2434 16 27 5 18 0.8489848
2435 17 27 5 18 0.133871
2436 18 27 5 18 0.004679172
2437 19 27 5 18 0.02900989
2438 20 27 5 18 0.2948405
2439 43 27 5 7 0.4780532
2440 44 27 5 7 0.3757072
2441 45 27 5 7 0.1371438
2442 46 27 5 7 0.3584185
2443 47 27 5 7 0.02239169
2444 48 27 5 7 0.5453817
2445 49 27 5 7 0.01088173
2446 16 28 5 18 0.05545578
2447 17 28 5 18 0.8818244
2448 18 28 5 18 0.5017639
2449 19 28 5 18 0.8516452
2450 20 28 5 18 0.9434684
2451 43 28 5 7 0.2047345
2452 44 28 5 7 0.52797
2453 45 28 5 7 0.07022954
2454 46 28 5 7 0.002690375
2455 47 28 5 7 0.05325382
2456 48 28 5 7 0.7095684
2457 49 28 5 7 0.06721201
2458 16 29 5 18 0.9790708
2459 17 29 5 18 0.04643356
2460 18 29 5 18 0.2619229
2461 19 29 5 18 0.008239487
2462 20 29 5 18 0.1707041
2463 43 29 5 7 0.4997759
2464 44 29 5 7 0.8014161
2465 45 29 5 7 0.0188544
2466 46 29 5 7 0.0009810669
2467 47 29 5 7 0.002097651
2468 48 29 5 7 0.1352157
2469 49 29 5 7 0.002054919
2470 15 30 5 18 0.00279485
2471 16 30 5 18 0.01128883
2472 17 30 5 18 0.6187272
2473 18 30 5 18 0.00726194
2474 19 30 5 18 0.004133499
2475 20 30 5 18 0.002991859
2476 43 30 5 7 0.9751212
2477 44 30 5 7 0.07520746
2478 45 30 5 7 0.07601352
2479 46 30 5 7 0.2091668
2480 47 30 5 7 0.02108208
2481 48 30 5 7 0.0003506341
2482 49 30 5 7 0.9974043
2483 15 31 5 18 0.3539575
2484 16 31 5 18 0.5455088
2485 17 31 5 18 0.2494603
2486 18 31 5 18 0.3434609
2487 19 31 5 18 0.3612355
2488 20 31 5 18 0.2071025
2489 43 31 5 7 0.5169249
2490 44 31 5 7 0.5248372
2491 45 31 5 7 0.02556528
2492 46 31 5 7 0.0001171135
2493 47 31 5 7 1.29361e-05
2494 48 31 5 7 0.0004278388
2495 49 31 5 7 0.01568151
2496 15 32 5 18 0.5984494
2497 16 32 5 18 0.8326796
2498 17 32 5 18 0.05470851
2499 44 32 5 7 0.01882424
2500 45 32 5 7 0.004455317
2501 46 32 5 7 1.074299e-05
2502 47 32 5 7 3.334584e-07
2503 48 32 5 7 1.756701e-07
2504 49 32 5 7 0.01374412
2505 14 33 5 18 0.1256499
2506 15 33 5 18 0.0811389
2507 16 33 5 18 0.7121082
2508 17 33 5 18 0.5129527
2509 45 33 5 7 0.2310842
2510 46 33 5 7 0.2779814
2511 47 33 5 7 0.1738189
2512 48 33 5 7 0.2904484
2513 44 42 5 11 0.2163513
2514 45 42 5 11 0.5970665
2515 46 42 5 11 0.08504814
2516 47 42 5 11 0.5659249
2517 48 42 5 11 0.01392692
2518 49 42 5 11 0.2494178
2519 50 42 5 11 0.9839009
2520 51 42 5 11 0.3842353
2521 44 43 5 11 0.2308807
2522 45 43 5 11 0.8409666
